page_name,page_id,type
"Norman Birkett, 1st Baron Birkett",485335,former_featured_articles
"Patriot Act, Title III, Subtitle A",65249877,former_featured_articles
Paragraph 175,606589,former_featured_articles
Parliament Acts 1911 and 1949,68510,former_featured_articles
Regulamentul Organic,6782761,former_featured_articles
Report of 1800,11383239,former_featured_articles
Roe v. Wade,68493,former_featured_articles
"Section summary of the Patriot Act, Title II",73809052,former_featured_articles
Separation of powers under the United States Constitution,738686,former_featured_articles
Sherman Minton,256672,former_featured_articles
Single Convention on Narcotic Drugs,1476908,former_featured_articles
Supreme Court of the United States,31737,former_featured_articles
Tahirih Justice Center,6220600,former_featured_articles
Texas Ranger Division,385000,former_featured_articles
Twelfth Amendment to the United States Constitution,31664,former_featured_articles
United States Bill of Rights,9119240,former_featured_articles
Abbey Theatre,207971,former_featured_articles
The Adventures of Tintin,31338,former_featured_articles
African-American literature,1642576,former_featured_articles
Alliterative verse,242281,former_featured_articles
American poetry,412032,former_featured_articles
Anna Laetitia Barbauld,173848,former_featured_articles
Anton Chekhov,2447,former_featured_articles
"Aradia, or the Gospel of the Witches",2893507,former_featured_articles
Augustan drama,6406401,former_featured_articles
Augustan literature,2024929,former_featured_articles
Batman,4335,former_featured_articles
The Brothers Karamazov,607536,former_featured_articles
Bruno Maddox,10690215,former_featured_articles
Cædmon,113727,former_featured_articles
Calvin and Hobbes,6059,former_featured_articles
The Cantos,1176422,former_featured_articles
Chuck Palahniuk,63969,former_featured_articles
The Country Wife,216315,former_featured_articles
Crime fiction,86025,former_featured_articles
Cyberpunk,5703,former_featured_articles
Douglas Adams,8091,former_featured_articles
Duino Elegies,4963325,former_featured_articles
Elaine Paige,413457,former_featured_articles
English poetry,173020,former_featured_articles
Foundation series,60133,former_featured_articles
George Moore (novelist),205928,former_featured_articles
The Giver,199932,former_featured_articles
H. P. Lovecraft,13509,former_featured_articles
Henry James,83117,former_featured_articles
The Hitchhiker's Guide to the Galaxy,31353,former_featured_articles
The Illuminatus! Trilogy,38214,former_featured_articles
Irish poetry,338104,former_featured_articles
Irish theatre,384468,former_featured_articles
Isaac Asimov,14573,former_featured_articles
James Robert Baker,7501317,former_featured_articles
John Vanbrugh,143283,former_featured_articles
Jonathan Wild,842885,former_featured_articles
Kazi Nazrul Islam,539155,former_featured_articles
Krazy Kat,5443545,former_featured_articles
The Log from the Sea of Cortez,5553778,former_featured_articles
The Lord of the Rings,29798,former_featured_articles
Make Way for Ducklings,1496284,former_featured_articles
"Maria: or, The Wrongs of Woman",11608770,former_featured_articles
Mário de Andrade,2867405,former_featured_articles
Mario Vargas Llosa,163278,former_featured_articles
Mary: A Fiction,8455572,former_featured_articles
Medieval literature,290763,former_featured_articles
Middle-earth,23139208,former_featured_articles
Modernist poetry in English,275132,former_featured_articles
Muhammad Iqbal,34348533,former_featured_articles
Nancy Drew,54832,former_featured_articles
Nella Larsen,101571,former_featured_articles
Objectivist poets,54474207,former_featured_articles
The Old Man and the Sea,161502,former_featured_articles
Original Stories from Real Life,8210796,former_featured_articles
Oroonoko,1003469,former_featured_articles
Peterborough Chronicle,743870,former_featured_articles
Poetry,22926,former_featured_articles
The Protocols of the Elders of Zion,19349705,former_featured_articles
Rabindranath Tagore,5052533,former_featured_articles
Restoration comedy,143284,former_featured_articles
Restoration literature,1952472,former_featured_articles
Restoration spectacular,2236836,former_featured_articles
Richard Hakluyt,263424,former_featured_articles
Robert A. Heinlein,25389,former_featured_articles
Rudyard Kipling,26308,former_featured_articles
Samuel Beckett,27640,former_featured_articles
Sarah Trimmer,3795900,former_featured_articles
A Song for Simeon,40853572,former_featured_articles
Sound film,70318,former_featured_articles
Superman,28381,former_featured_articles
Syed Ahmad Khan,486017,former_featured_articles
A Tale of a Tub,294082,former_featured_articles
Thomas Pynchon,30903,former_featured_articles
"Tlön, Uqbar, Orbis Tertius",176959,former_featured_articles
Thunderball (novel),276145,former_featured_articles
Turkish literature,576607,former_featured_articles
Villain,254515,former_featured_articles
The Well of Loneliness,1860568,former_featured_articles
William Monahan,1852702,former_featured_articles
The Wonderful Wizard of Oz,54436,former_featured_articles
Zelda Fitzgerald,271149,former_featured_articles
Ackermann function,2925,former_featured_articles
Algorithm,775,former_featured_articles
Blaise Pascal,4068,former_featured_articles
Carl Friedrich Gauss,6125,former_featured_articles
Computational complexity theory,7543,former_featured_articles
Cryptography,18934432,former_featured_articles
Eigenvalues and eigenvectors,2161429,former_featured_articles
Equipartition theorem,516133,former_featured_articles
Fractal,10913,former_featured_articles
Game theory,11924,former_featured_articles
Illegal prime,160529,former_featured_articles
Infinite monkey theorem,42515,former_featured_articles
Margin of error,277379,former_featured_articles
Metrication,20353,former_featured_articles
Monty Hall problem,6026198,former_featured_articles
Paul Erdős,601284,former_featured_articles
Polar coordinate system,25120,former_featured_articles
Prisoner's dilemma,43717,former_featured_articles
Pythagorean theorem,26513034,former_featured_articles
Regular polytope,518693,former_featured_articles
Triangle,30654,former_featured_articles
Trigonometric functions,30367,former_featured_articles
Vacuous truth,51672,former_featured_articles
35 mm movie film,46203,former_featured_articles
300 (film),2465797,former_featured_articles
Abbas Kiarostami,400421,former_featured_articles
Alfred Hitchcock,808,former_featured_articles
All your base are belong to us,47498,former_featured_articles
Andrew Van de Kamp,5218705,former_featured_articles
Anna May Wong,781005,former_featured_articles
Anthony Michael Hall,240267,former_featured_articles
The Apprentice (British TV series),1904586,former_featured_articles
Arrested Development (TV series),33018212,former_featured_articles
Austin Nichols,4305204,former_featured_articles
Avatar: The Last Airbender,1620586,former_featured_articles
B movie,105391,former_featured_articles
Battlefield Earth (film),6976850,former_featured_articles
BBC television drama,947094,former_featured_articles
Bette Davis,63517,former_featured_articles
Blackadder,4326,former_featured_articles
Blackface,89708,former_featured_articles
The Boondock Saints,517376,former_featured_articles
Borat,5574594,former_featured_articles
Buffy the Vampire Slayer,47542,former_featured_articles
But I'm a Cheerleader,770156,former_featured_articles
Captain Marvel (DC Comics),403585,former_featured_articles
Characters of Carnivàle,12594490,former_featured_articles
Characters of Kingdom Hearts,2445129,former_featured_articles
Cheers,5907,former_featured_articles
Coonskin (film),2525251,former_featured_articles
Coronation Street,6851,former_featured_articles
Countdown (game show),154209,former_featured_articles
Dalek,9140,former_featured_articles
Dawson's Creek,166096,former_featured_articles
Degrassi: The Next Generation,602909,former_featured_articles
Diane Keaton,202664,former_featured_articles
Doctor Who,8209,former_featured_articles
Doctor Who missing episodes,1889619,former_featured_articles
Dog Day Afternoon,101914,former_featured_articles
KaDee Strickland,2047015,former_featured_articles
Karen Dotrice,7855814,former_featured_articles
Ethan Hawke,164120,former_featured_articles
Excel Saga,265496,former_featured_articles
Felix the Cat,197889,former_featured_articles
Film Booking Offices of America,6382443,former_featured_articles
Film noir,10802,former_featured_articles
Firefly (TV series),158088,former_featured_articles
Fritz the Cat (film),3058252,former_featured_articles
George Washington Dixon,3172113,former_featured_articles
Gremlins,382387,former_featured_articles
Gremlins 2: The New Batch,1323106,former_featured_articles
Halloween (1978 film),20179415,former_featured_articles
Halloween II (1981 film),2002104,former_featured_articles
Halloween III: Season of the Witch,243064,former_featured_articles
Have I Got News for You,142172,former_featured_articles
Henry Fonda,46228,former_featured_articles
The Hitchhiker's Guide to the Galaxy (radio series),1859446,former_featured_articles
Hong Kong action cinema,1798219,former_featured_articles
Humphrey Bogart,14045,former_featured_articles
Ian McKellen,15308,former_featured_articles
Interactions (The Spectacular Spider-Man),23570482,former_featured_articles
Jabba the Hutt,19673269,former_featured_articles
Jack Sparrow,333335,former_featured_articles
Jackie Chan,144936,former_featured_articles
Jenna Jameson,74573,former_featured_articles
Jim Henson,16228,former_featured_articles
Judy Garland,58719,former_featured_articles
Julia Stiles,508717,former_featured_articles
Jurassic Park (film),68485,former_featured_articles
Katie Holmes,3991193,former_featured_articles
Kung Fu Hustle,1607895,former_featured_articles
Lindsay Lohan,8490390,former_featured_articles
Lost (2004 TV series),16454230,former_featured_articles
Madlax,927917,former_featured_articles
Making Waves (TV series),5210870,former_featured_articles
Martha Stewart,190995,former_featured_articles
Megatokyo,19955,former_featured_articles
Memory Alpha,413678,former_featured_articles
Miranda Otto,443459,former_featured_articles
Night of the Living Dead,30275,former_featured_articles
Nikki and Paulo,7510636,former_featured_articles
